Northing,Easting,Date,Time,Depth,Sec- no,field_7,Distance,WL,RL
2646783.609999999869615,715648.939999999944121,16-11-2024,9:41:09 AM,2.880000000000000,4,1.530000000000000,42.630000000000003,7.420000000000000,4.540000000000000
2646783.580000000074506,715647.420000000041910,16-11-2024,9:41:10 AM,2.950000000000000,4,1.520296024000000,44.149999999999999,7.420000000000000,4.470000000000000
2646783.549999999813735,715645.930000000051223,16-11-2024,9:41:11 AM,3.020000000000000,4,1.490301983000000,45.640000000000001,7.420000000000000,4.400000000000001
2646783.540000000037253,715644.479999999981374,16-11-2024,9:41:12 AM,3.110000000000000,4,1.450034482000000,47.090000000000003,7.420000000000000,4.310000000000000
2646783.529999999795109,715643.070000000065193,16-11-2024,9:41:13 AM,3.230000000000000,4,1.410035461000000,48.500000000000000,7.420000000000000,4.190000000000001
2646783.540000000037253,715641.720000000088476,16-11-2024,9:41:14 AM,3.360000000000000,4,1.350037037000000,49.850000000000001,7.420000000000000,4.060000000000000
2646783.540000000037253,715640.419999999925494,16-11-2024,9:41:15 AM,3.510000000000000,4,1.300000000000000,51.149999999999999,7.420000000000000,3.910000000000000
2646783.549999999813735,715639.160000000032596,16-11-2024,9:41:16 AM,3.670000000000000,4,1.260039682000000,52.409999999999997,7.420000000000000,3.750000000000000
2646783.580000000074506,715637.920000000041910,16-11-2024,9:41:17 AM,3.840000000000000,4,1.240362850000000,53.659999999999997,7.420000000000000,3.580000000000000
2646783.620000000111759,715636.709999999962747,16-11-2024,9:41:18 AM,4.000000000000000,4,1.210660977000000,54.869999999999997,7.420000000000000,3.420000000000000
2646783.689999999944121,715635.520000000018626,16-11-2024,9:41:19 AM,4.180000000000000,4,1.192057046000000,56.060000000000002,7.420000000000000,3.240000000000000
2646783.799999999813735,715634.319999999948777,16-11-2024,9:41:20 AM,4.350000000000000,4,1.205031120000000,57.259999999999998,7.420000000000000,3.070000000000000
2646783.919999999925494,715633.150000000023283,16-11-2024,9:41:21 AM,4.530000000000000,4,1.176137747000000,58.439999999999998,7.420000000000000,2.890000000000000
2646784.069999999832362,715631.979999999981374,16-11-2024,9:41:22 AM,4.720000000000000,4,1.179576195000000,59.619999999999997,7.420000000000000,2.700000000000000
2646784.230000000447035,715630.859999999986030,16-11-2024,9:41:23 AM,4.890000000000000,4,1.131370850000000,60.750000000000000,7.420000000000000,2.530000000000000
2646784.390000000130385,715629.739999999990687,16-11-2024,9:41:24 AM,5.060000000000000,4,1.131370850000000,61.880000000000003,7.420000000000000,2.360000000000000
2646784.559999999590218,715628.640000000013970,16-11-2024,9:41:25 AM,5.250000000000000,4,1.113058848000000,62.990000000000002,7.420000000000000,2.170000000000000
2646784.729999999981374,715627.540000000037253,16-11-2024,9:41:26 AM,5.430000000000000,4,1.113058848000000,64.109999999999999,7.420000000000000,1.990000000000000
2646784.919999999925494,715626.459999999962747,16-11-2024,9:41:27 AM,5.610000000000000,4,1.096585610000000,65.200000000000003,7.420000000000000,1.810000000000000
2646785.120000000111759,715625.410000000032596,16-11-2024,9:41:28 AM,5.800000000000000,4,1.068877916000000,66.269999999999996,7.420000000000000,1.620000000000000
2646785.349999999627471,715624.390000000013970,16-11-2024,9:41:29 AM,6.020000000000000,4,1.045609870000000,67.319999999999993,7.420000000000000,1.400000000000000
2646785.600000000093132,715623.390000000013970,16-11-2024,9:41:30 AM,6.240000000000000,4,1.030776406000000,68.349999999999994,7.420000000000000,1.180000000000000
2646785.839999999850988,715622.400000000023283,16-11-2024,9:41:31 AM,6.510000000000000,4,1.018675611000000,69.370000000000005,7.420000000000000,0.910000000000000
2646786.100000000093132,715621.420000000041910,16-11-2024,9:41:32 AM,6.780000000000000,4,1.013903348000000,70.379999999999995,7.420000000000000,0.640000000000000
2646786.379999999888241,715620.479999999981374,16-11-2024,9:41:33 AM,7.050000000000000,4,0.980815987000000,71.359999999999999,7.420000000000000,0.370000000000000
2646786.660000000149012,715619.540000000037253,16-11-2024,9:41:34 AM,7.310000000000000,4,0.980815987000000,72.340000000000003,7.420000000000000,0.110000000000000
2646786.929999999701977,715618.599999999976717,16-11-2024,9:41:35 AM,7.550000000000000,4,0.978008180000000,73.319999999999993,7.420000000000000,-0.130000000000000
2646787.200000000186265,715617.680000000051223,16-11-2024,9:41:36 AM,7.780000000000000,4,0.958801335000000,74.280000000000001,7.420000000000000,-0.360000000000000
2646787.470000000204891,715616.770000000018626,16-11-2024,9:41:37 AM,7.990000000000000,4,0.949210198000000,75.230000000000004,7.420000000000000,-0.570000000000000
2646787.740000000223517,715615.890000000013970,16-11-2024,9:41:38 AM,8.180000000000000,4,0.920489000000000,76.150000000000006,7.420000000000000,-0.760000000000000
2646788.009999999776483,715615.000000000000000,16-11-2024,9:41:39 AM,8.350000000000000,4,0.930053762000000,77.079999999999998,7.420000000000000,-0.930000000000000
2646788.259999999776483,715614.130000000004657,16-11-2024,9:41:40 AM,8.470000000000002,4,0.905207159000000,77.989999999999995,7.420000000000000,-1.050000000000000
2646788.509999999776483,715613.310000000055879,16-11-2024,9:41:41 AM,8.590000000000000,4,0.857263087000000,78.840000000000003,7.420000000000000,-1.170000000000000
2646788.720000000204891,715612.530000000027940,16-11-2024,9:41:42 AM,8.650000000000000,4,0.807774721000000,79.650000000000006,7.420000000000000,-1.230000000000000
2646788.959999999962747,715611.800000000046566,16-11-2024,9:41:43 AM,8.630000000000003,4,0.768439978000000,80.420000000000002,7.420000000000000,-1.210000000000000
2646789.149999999906868,715611.099999999976717,16-11-2024,9:41:44 AM,8.550000000000002,4,0.725327512000000,81.140000000000001,7.420000000000000,-1.130000000000000
2646789.339999999850988,715610.439999999944121,16-11-2024,9:41:45 AM,8.320000000000000,4,0.686804193000000,81.829999999999998,7.420000000000000,-0.900000000000000
2646789.509999999776483,715609.810000000055879,16-11-2024,9:41:46 AM,8.070000000000000,4,0.652533524000000,82.480000000000004,7.420000000000000,-0.650000000000000
2646789.689999999944121,715609.210000000079162,16-11-2024,9:41:47 AM,7.780000000000000,4,0.626418391000000,83.109999999999999,7.420000000000000,-0.360000000000000
2646789.859999999869615,715608.660000000032596,16-11-2024,9:41:48 AM,7.470000000000000,4,0.575673518000000,83.689999999999998,7.420000000000000,-0.050000000000000
2646790.049999999813735,715608.180000000051223,16-11-2024,9:41:49 AM,7.150000000000000,4,0.516236380000000,84.200000000000003,7.420000000000000,0.270000000000000
2646790.219999999739230,715607.780000000027940,16-11-2024,9:41:50 AM,6.830000000000000,4,0.434626276000000,84.640000000000001,7.420000000000000,0.590000000000000
2646790.420000000391155,715607.430000000051223,16-11-2024,9:41:51 AM,6.450000000000000,4,0.403112887000000,85.040000000000006,7.420000000000000,0.970000000000000
2646790.620000000111759,715607.119999999878928,16-11-2024,9:41:52 AM,6.080000000000000,4,0.368917335000000,85.409999999999997,7.420000000000000,1.340000000000000
2646790.839999999850988,715606.810000000055879,16-11-2024,9:41:53 AM,5.800000000000000,4,0.380131556000000,85.790000000000006,7.420000000000000,1.620000000000000
2646791.089999999850988,715606.489999999990687,16-11-2024,9:41:54 AM,5.530000000000000,4,0.406078810000000,86.189999999999998,7.420000000000000,1.890000000000000
2646791.350000000093132,715606.170000000041910,16-11-2024,9:41:55 AM,5.270000000000000,4,0.412310563000000,86.609999999999999,7.420000000000000,2.150000000000000
2646791.529999999795109,715606.020000000018626,16-11-2024,9:41:56 AM,5.160000000000000,4,0.234307490000000,86.840000000000003,7.420000000000000,2.260000000000000
2646791.529999999795109,715606.020000000018626,16-11-2024,9:41:57 AM,5.040000000000000,4,0.000000000000000,86.840000000000003,7.420000000000000,2.380000000000000
2646798.089999999850988,715607.109999999986030,16-11-2024,9:45:49 AM,5.210000000000000,1,0.000000000000000,0.000000000000000,7.420000000000000,2.210000000000000
2646798.740000000223517,715607.099999999976717,16-11-2024,9:45:51 AM,5.160000000000000,1,0.650076919000000,0.650000000000000,7.420000000000000,2.260000000000000
2646799.060000000055879,715607.089999999967404,16-11-2024,9:45:52 AM,5.180000000000000,1,0.320156212000000,0.970000000000000,7.420000000000000,2.240000000000000
2646799.410000000149012,715607.079999999958090,16-11-2024,9:45:53 AM,5.210000000000000,1,0.350142828000000,1.320000000000000,7.420000000000000,2.210000000000000
2646799.790000000037253,715607.050000000046566,16-11-2024,9:45:54 AM,5.230000000000000,1,0.381182371000000,1.700000000000000,7.420000000000000,2.190000000000000
2646800.189999999944121,715606.979999999981374,16-11-2024,9:45:55 AM,5.290000000000000,1,0.406078810000000,2.110000000000000,7.420000000000000,2.130000000000000
2646800.580000000074506,715606.910000000032596,16-11-2024,9:45:56 AM,5.410000000000000,1,0.396232255000000,2.500000000000000,7.420000000000000,2.010000000000000
2646800.970000000204891,715606.840000000083819,16-11-2024,9:45:57 AM,5.500000000000000,1,0.396232255000000,2.900000000000000,7.420000000000000,1.920000000000000
2646801.370000000111759,715606.770000000018626,16-11-2024,9:45:58 AM,5.570000000000000,1,0.406078810000000,3.310000000000000,7.420000000000000,1.850000000000000
2646801.790000000037253,715606.680000000051223,16-11-2024,9:45:59 AM,5.690000000000000,1,0.429534632000000,3.740000000000000,7.420000000000000,1.730000000000000
2646802.220000000204891,715606.609999999869615,16-11-2024,9:46:00 AM,5.820000000000000,1,0.435660418000000,4.170000000000000,7.420000000000000,1.600000000000000
2646802.660000000149012,715606.540000000037253,16-11-2024,9:46:01 AM,5.950000000000000,1,0.445533388000000,4.620000000000000,7.420000000000000,1.470000000000000
2646803.100000000093132,715606.510000000125729,16-11-2024,9:46:02 AM,6.090000000000000,1,0.441021541000000,5.060000000000000,7.420000000000000,1.330000000000000
2646803.540000000037253,715606.540000000037253,16-11-2024,9:46:03 AM,6.220000000000000,1,0.441021541000000,5.500000000000000,7.420000000000000,1.200000000000000
2646804.000000000000000,715606.630000000004657,16-11-2024,9:46:04 AM,6.390000000000000,1,0.468721666000000,5.970000000000000,7.420000000000000,1.030000000000000
2646804.479999999981374,715606.770000000018626,16-11-2024,9:46:05 AM,6.740000000000000,1,0.500000000000000,6.470000000000000,7.420000000000000,0.680000000000000
2646804.969999999739230,715606.959999999962747,16-11-2024,9:46:06 AM,7.040000000000000,1,0.525547334000000,6.990000000000000,7.420000000000000,0.380000000000000
2646805.470000000204891,715607.199999999953434,16-11-2024,9:46:07 AM,7.300000000000000,1,0.554616985000000,7.550000000000000,7.420000000000000,0.120000000000000
2646805.990000000223517,715607.459999999962747,16-11-2024,9:46:08 AM,7.570000000000000,1,0.581377674000000,8.130000000000003,7.420000000000000,-0.150000000000000
2646806.500000000000000,715607.770000000018626,16-11-2024,9:46:09 AM,7.860000000000000,1,0.596824932000000,8.730000000000000,7.420000000000000,-0.440000000000000
2646807.029999999795109,715608.030000000027940,16-11-2024,9:46:10 AM,8.080000000000000,1,0.590338886000000,9.320000000000000,7.420000000000000,-0.660000000000000
2646807.600000000558794,715608.329999999958090,16-11-2024,9:46:11 AM,8.279999999999999,1,0.644127317000000,9.960000000000001,7.420000000000000,-0.860000000000000
2646808.220000000204891,715608.649999999906868,16-11-2024,9:46:12 AM,8.460000000000003,1,0.697710542000000,10.660000000000000,7.420000000000000,-1.040000000000000
2646808.879999999888241,715609.010000000009313,16-11-2024,9:46:13 AM,8.619999999999999,1,0.751797845000000,11.410000000000000,7.420000000000000,-1.200000000000000
2646809.569999999832362,715609.430000000051223,16-11-2024,9:46:14 AM,8.740000000000000,1,0.807774721000000,12.220000000000001,7.420000000000000,-1.320000000000000
2646810.290000000037253,715609.900000000139698,16-11-2024,9:46:15 AM,8.779999999999999,1,0.859825564000000,13.080000000000000,7.420000000000000,-1.360000000000000
2646811.030000000260770,715610.430000000051223,16-11-2024,9:46:16 AM,8.609999999999999,1,0.910219754000000,13.990000000000000,7.420000000000000,-1.190000000000000
2646811.759999999310821,715611.020000000135042,16-11-2024,9:46:17 AM,8.420000000000000,1,0.938616002000000,14.930000000000000,7.420000000000000,-1.000000000000000
2646812.470000000204891,715611.689999999944121,16-11-2024,9:46:18 AM,8.180000000000000,1,0.976217189000000,15.900000000000000,7.420000000000000,-0.760000000000000
2646813.169999999925494,715612.430000000051223,16-11-2024,9:46:19 AM,7.940000000000000,1,1.018626526000000,16.920000000000002,7.420000000000000,-0.520000000000000
2646813.830000000074506,715613.239999999990687,16-11-2024,9:46:20 AM,7.670000000000000,1,1.044844486000000,17.969999999999999,7.420000000000000,-0.250000000000000
2646814.459999999962747,715614.189999999944121,16-11-2024,9:46:21 AM,7.420000000000000,1,1.139912277000000,19.109999999999999,7.420000000000000,0.000000000000000
2646815.049999999348074,715615.260000000009313,16-11-2024,9:46:22 AM,7.150000000000000,1,1.221883792000000,20.329999999999998,7.420000000000000,0.270000000000000
2646815.609999999869615,715616.430000000051223,16-11-2024,9:46:23 AM,6.870000000000000,1,1.297112177000000,21.629999999999999,7.420000000000000,0.550000000000000
2646816.120000000111759,715617.689999999944121,16-11-2024,9:46:24 AM,6.600000000000000,1,1.359301291000000,22.980000000000000,7.420000000000000,0.820000000000000
2646816.669999999925494,715618.979999999981374,16-11-2024,9:46:25 AM,6.330000000000000,1,1.402355162000000,24.390000000000001,7.420000000000000,1.090000000000000
2646817.200000000186265,715620.250000000000000,16-11-2024,9:46:26 AM,6.060000000000000,1,1.376154061000000,25.760000000000002,7.420000000000000,1.360000000000000
2646817.759999999776483,715621.530000000027940,16-11-2024,9:46:27 AM,5.800000000000000,1,1.397139936000000,27.160000000000000,7.420000000000000,1.620000000000000
2646818.370000000111759,715622.789999999920838,16-11-2024,9:46:28 AM,5.540000000000000,1,1.399892853000000,28.559999999999999,7.420000000000000,1.880000000000000
2646819.020000000018626,715624.040000000153668,16-11-2024,9:46:29 AM,5.290000000000000,1,1.408900280000000,29.969999999999999,7.420000000000000,2.130000000000000
2646819.709999999962747,715625.300000000046566,16-11-2024,9:46:30 AM,5.050000000000000,1,1.436558387000000,31.410000000000000,7.420000000000000,2.370000000000000
2646820.439999999944121,715626.520000000018626,16-11-2024,9:46:31 AM,4.820000000000000,1,1.421724305000000,32.829999999999998,7.420000000000000,2.600000000000000
2646821.229999999981374,715627.709999999962747,16-11-2024,9:46:32 AM,4.580000000000000,1,1.428355698000000,34.259999999999998,7.420000000000000,2.840000000000000
2646822.060000000055879,715628.890000000013970,16-11-2024,9:46:33 AM,4.390000000000000,1,1.442671134000000,35.700000000000003,7.420000000000000,3.030000000000000
2646822.990000000223517,715630.050000000046566,16-11-2024,9:46:34 AM,4.240000000000000,1,1.486775034000000,37.180000000000000,7.420000000000000,3.180000000000000
2646824.040000000037253,715631.170000000041910,16-11-2024,9:46:35 AM,4.100000000000000,1,1.535219854000000,38.719999999999999,7.420000000000000,3.320000000000000
2646825.200000000186265,715632.260000000009313,16-11-2024,9:46:36 AM,4.000000000000000,1,1.591760032000000,40.310000000000002,7.420000000000000,3.420000000000000
2646826.439999999478459,715633.300000000046566,16-11-2024,9:46:37 AM,3.920000000000000,1,1.618394266000000,41.930000000000000,7.420000000000000,3.500000000000000
2646827.779999999795109,715634.310000000055879,16-11-2024,9:46:38 AM,3.860000000000000,1,1.678004767000000,43.609999999999999,7.420000000000000,3.560000000000000
2646829.220000000204891,715635.229999999981374,16-11-2024,9:46:39 AM,3.830000000000000,1,1.708800749000000,45.320000000000000,7.420000000000000,3.590000000000000
2646830.740000000223517,715636.089999999967404,16-11-2024,9:46:40 AM,3.830000000000000,1,1.746424920000000,47.060000000000002,7.420000000000000,3.590000000000000
2646832.350000000093132,715636.880000000121072,16-11-2024,9:46:41 AM,3.860000000000000,1,1.793376703000000,48.859999999999999,7.420000000000000,3.560000000000000
2646834.000000000000000,715637.599999999976717,16-11-2024,9:46:42 AM,3.900000000000000,1,1.800249983000000,50.659999999999997,7.420000000000000,3.520000000000000
2646835.740000000223517,715638.290000000037253,16-11-2024,9:46:43 AM,3.940000000000000,1,1.871817299000000,52.530000000000001,7.420000000000000,3.480000000000000
2646837.509999999776483,715638.969999999972060,16-11-2024,9:46:44 AM,3.970000000000000,1,1.896127632000000,54.430000000000000,7.420000000000000,3.450000000000000
2646839.240000000223517,715639.660000000032596,16-11-2024,9:46:45 AM,3.980000000000000,1,1.862525168000000,56.289999999999999,7.420000000000000,3.440000000000000
2646840.970000000204891,715640.359999999986030,16-11-2024,9:46:46 AM,3.980000000000000,1,1.866252930000000,58.149999999999999,7.420000000000000,3.440000000000000
2646842.680000000167638,715641.109999999986030,16-11-2024,9:46:47 AM,3.980000000000000,1,1.867243958000000,60.020000000000003,7.420000000000000,3.440000000000000
2646844.390000000130385,715641.949999999953434,16-11-2024,9:46:48 AM,3.980000000000000,1,1.905177157000000,61.930000000000000,7.420000000000000,3.440000000000000
2646846.089999999850988,715642.859999999986030,16-11-2024,9:46:49 AM,3.990000000000000,1,1.928237537000000,63.850000000000001,7.420000000000000,3.430000000000000
2646847.729999999981374,715643.880000000004657,16-11-2024,9:46:50 AM,3.990000000000000,1,1.931320792000000,65.790000000000006,7.420000000000000,3.430000000000000
2646849.330000000074506,715645.020000000018626,16-11-2024,9:46:51 AM,3.970000000000000,1,1.964586471000000,67.750000000000000,7.420000000000000,3.450000000000000
2646850.910000000149012,715646.260000000009313,16-11-2024,9:46:52 AM,3.930000000000000,1,2.008482014000000,69.760000000000005,7.420000000000000,3.490000000000000
2646852.479999999981374,715647.580000000074506,16-11-2024,9:46:53 AM,3.890000000000000,1,2.051170397000000,71.810000000000002,7.420000000000000,3.530000000000000
2646854.029999999329448,715648.969999999972060,16-11-2024,9:46:54 AM,3.850000000000000,1,2.081970221000000,73.890000000000001,7.420000000000000,3.570000000000000
2646855.589999999850988,715650.410000000032596,16-11-2024,9:46:55 AM,3.830000000000000,1,2.123016722000000,76.019999999999996,7.420000000000000,3.590000000000000
2646857.169999999925494,715651.849999999976717,16-11-2024,9:46:56 AM,3.830000000000000,1,2.137755833000000,78.150000000000006,7.420000000000000,3.590000000000000
2646858.779999999795109,715653.290000000037253,16-11-2024,9:46:57 AM,3.860000000000000,1,2.160023148000000,80.310000000000002,7.420000000000000,3.560000000000000
2646860.399999999906868,715654.709999999962747,16-11-2024,9:46:58 AM,3.880000000000000,1,2.154251610000000,82.469999999999999,7.420000000000000,3.540000000000000
2646862.040000000037253,715656.099999999976717,16-11-2024,9:46:59 AM,3.890000000000000,1,2.149813946000000,84.620000000000005,7.420000000000000,3.530000000000000
2646863.729999999981374,715657.449999999953434,16-11-2024,9:47:00 AM,3.890000000000000,1,2.163007166000000,86.780000000000001,7.420000000000000,3.530000000000000
2646865.430000000167638,715658.819999999948777,16-11-2024,9:47:01 AM,3.890000000000000,1,2.183323155000000,88.959999999999994,7.420000000000000,3.530000000000000
2646867.149999999906868,715660.170000000041910,16-11-2024,9:47:02 AM,3.920000000000000,1,2.186526926000000,91.150000000000006,7.420000000000000,3.500000000000000
2646868.910000000149012,715661.500000000000000,16-11-2024,9:47:03 AM,3.960000000000000,1,2.206014506000000,93.359999999999999,7.420000000000000,3.460000000000000
2646870.669999999925494,715662.819999999948777,16-11-2024,9:47:04 AM,4.010000000000000,1,2.200000000000000,95.560000000000002,7.420000000000000,3.410000000000000
2646872.430000000167638,715664.139999999897555,16-11-2024,9:47:05 AM,4.050000000000000,1,2.200000000000000,97.760000000000005,7.420000000000000,3.370000000000000
2646874.240000000223517,715665.459999999962747,16-11-2024,9:47:06 AM,4.070000000000001,1,2.240200884000000,100.000000000000000,7.420000000000000,3.350000000000000
2646876.069999999832362,715666.760000000009313,16-11-2024,9:47:07 AM,4.070000000000001,1,2.244749429000000,102.239999999999995,7.420000000000000,3.350000000000000
2646877.910000000149012,715668.079999999958090,16-11-2024,9:47:08 AM,4.040000000000000,1,2.264508777000000,104.510000000000005,7.420000000000000,3.380000000000000
2646879.769999999552965,715669.410000000032596,16-11-2024,9:47:09 AM,4.000000000000000,1,2.286591350000000,106.790000000000006,7.420000000000000,3.420000000000000
2646881.629999999888241,715670.740000000107102,16-11-2024,9:47:10 AM,3.970000000000000,1,2.286591349000000,109.079999999999998,7.420000000000000,3.450000000000000
2646883.479999999981374,715672.099999999976717,16-11-2024,9:47:11 AM,3.950000000000000,1,2.296105398000000,111.370000000000005,7.420000000000000,3.470000000000000
2646885.330000000074506,715673.520000000018626,16-11-2024,9:47:12 AM,3.930000000000000,1,2.332144936000000,113.709999999999994,7.420000000000000,3.490000000000000
2646887.200000000186265,715674.959999999962747,16-11-2024,9:47:13 AM,3.900000000000000,1,2.360190670000000,116.069999999999993,7.420000000000000,3.520000000000000
2646889.060000000055879,715676.430000000051223,16-11-2024,9:47:14 AM,3.850000000000000,1,2.370759372000000,118.439999999999998,7.420000000000000,3.570000000000000
2646890.950000000186265,715677.900000000139698,16-11-2024,9:47:15 AM,3.830000000000000,1,2.394368393000000,120.829999999999998,7.420000000000000,3.590000000000000
2646892.859999999869615,715679.350000000093132,16-11-2024,9:47:16 AM,3.840000000000000,1,2.398040867000000,123.230000000000004,7.420000000000000,3.580000000000000
2646894.750000000000000,715680.750000000000000,16-11-2024,9:47:17 AM,3.820000000000000,1,2.352041666000000,125.579999999999998,7.420000000000000,3.600000000000000
2646896.549999999813735,715682.050000000046566,16-11-2024,9:47:18 AM,3.810000000000000,1,2.220360331000000,127.799999999999997,7.420000000000000,3.610000000000000
2646898.250000000000000,715683.250000000000000,16-11-2024,9:47:19 AM,3.820000000000000,1,2.080865205000000,129.879999999999995,7.420000000000000,3.600000000000000
2646899.859999999869615,715684.310000000055879,16-11-2024,9:47:20 AM,3.830000000000000,1,1.927615107000000,131.810000000000002,7.420000000000000,3.590000000000000
2646901.339999999850988,715685.199999999953434,16-11-2024,9:47:21 AM,3.850000000000000,1,1.726991604000000,133.539999999999992,7.420000000000000,3.570000000000000
2646904.859999999403954,715674.880000000004657,16-11-2024,9:47:52 AM,4.970000000000000,2,0.000000000000000,0.000000000000000,7.420000000000000,2.450000000000000
2646903.970000000204891,715673.530000000027940,16-11-2024,9:47:53 AM,5.100000000000000,2,1.616972479000000,1.620000000000000,7.420000000000000,2.320000000000000
2646902.979999999981374,715672.229999999981374,16-11-2024,9:47:54 AM,5.050000000000000,2,1.634044063000000,3.250000000000000,7.420000000000000,2.370000000000000
2646901.870000000111759,715670.979999999981374,16-11-2024,9:47:55 AM,4.990000000000000,2,1.671705716000000,4.920000000000000,7.420000000000000,2.430000000000000
2646900.689999999944121,715669.720000000088476,16-11-2024,9:47:56 AM,4.950000000000000,2,1.726267650000000,6.650000000000000,7.420000000000000,2.470000000000000
2646899.410000000149012,715668.500000000000000,16-11-2024,9:47:57 AM,4.920000000000000,2,1.768275996000000,8.420000000000000,7.420000000000000,2.500000000000000
2646898.080000000074506,715667.319999999948777,16-11-2024,9:47:58 AM,4.910000000000000,2,1.778004500000000,10.199999999999999,7.420000000000000,2.510000000000000
2646896.700000000186265,715666.130000000004657,16-11-2024,9:47:59 AM,4.930000000000000,2,1.822223916000000,12.020000000000000,7.420000000000000,2.490000000000000
2646895.259999999776483,715664.949999999953434,16-11-2024,9:48:00 AM,4.980000000000000,2,1.861719636000000,13.880000000000001,7.420000000000000,2.440000000000000
2646893.770000000018626,715663.809999999939464,16-11-2024,9:48:01 AM,5.020000000000000,2,1.876086352000000,15.760000000000000,7.420000000000000,2.400000000000000
2646892.259999999776483,715662.650000000023283,16-11-2024,9:48:02 AM,5.070000000000000,2,1.904127097000000,17.660000000000000,7.420000000000000,2.350000000000000
2646890.709999999962747,715661.469999999972060,16-11-2024,9:48:03 AM,5.090000000000000,2,1.948050307000000,19.609999999999999,7.420000000000000,2.330000000000000
2646889.140000000130385,715660.319999999948777,16-11-2024,9:48:04 AM,5.090000000000000,2,1.946124354000000,21.550000000000001,7.420000000000000,2.330000000000000
2646887.569999999832362,715659.130000000004657,16-11-2024,9:48:05 AM,5.120000000000000,2,1.970025381000000,23.520000000000000,7.420000000000000,2.300000000000000
2646885.990000000223517,715657.930000000051223,16-11-2024,9:48:06 AM,5.150000000000000,2,1.984036290000000,25.510000000000002,7.420000000000000,2.270000000000000
2646884.410000000149012,715656.719999999972060,16-11-2024,9:48:07 AM,5.210000000000000,2,1.990100500000000,27.500000000000000,7.420000000000000,2.210000000000000
2646882.830000000074506,715655.489999999990687,16-11-2024,9:48:08 AM,5.240000000000000,2,2.002323650000000,29.500000000000000,7.420000000000000,2.180000000000000
2646881.250000000000000,715654.199999999953434,16-11-2024,9:48:09 AM,5.250000000000000,2,2.039730374000000,31.539999999999999,7.420000000000000,2.170000000000000
2646879.680000000167638,715652.880000000121072,16-11-2024,9:48:10 AM,5.230000000000000,2,2.051170397000000,33.590000000000003,7.420000000000000,2.190000000000000
2646878.080000000074506,715651.510000000009313,16-11-2024,9:48:11 AM,5.180000000000000,2,2.106395025000000,35.700000000000003,7.420000000000000,2.240000000000000
2646876.490000000223517,715650.119999999995343,16-11-2024,9:48:12 AM,5.130000000000000,2,2.111918559000000,37.810000000000002,7.420000000000000,2.290000000000000
2646874.910000000149012,715648.750000000000000,16-11-2024,9:48:13 AM,5.040000000000000,2,2.091243649000000,39.899999999999999,7.420000000000000,2.380000000000000
2646873.370000000111759,715647.420000000041910,16-11-2024,9:48:14 AM,4.930000000000000,2,2.034821860000000,41.939999999999998,7.420000000000000,2.490000000000000
2646871.830000000074506,715646.109999999986030,16-11-2024,9:48:15 AM,4.830000000000000,2,2.021806123000000,43.960000000000001,7.420000000000000,2.590000000000000
2646870.299999999813735,715644.819999999948777,16-11-2024,9:48:16 AM,4.810000000000000,2,2.001249610000000,45.960000000000001,7.420000000000000,2.610000000000000
2646868.759999999776483,715643.560000000055879,16-11-2024,9:48:17 AM,4.790000000000000,2,1.989773856000000,47.950000000000003,7.420000000000000,2.630000000000000
2646867.229999999981374,715642.329999999841675,16-11-2024,9:48:18 AM,4.740000000000000,2,1.963109778000000,49.909999999999997,7.420000000000000,2.680000000000000
2646865.689999999944121,715641.130000000004657,16-11-2024,9:48:19 AM,4.700000000000000,2,1.952331939000000,51.859999999999999,7.420000000000000,2.720000000000000
2646864.160000000614673,715639.979999999981374,16-11-2024,9:48:20 AM,4.670000000000000,2,1.914001045000000,53.780000000000001,7.420000000000000,2.750000000000000
2646862.660000000149012,715638.890000000013970,16-11-2024,9:48:21 AM,4.630000000000000,2,1.854211423000000,55.630000000000003,7.420000000000000,2.790000000000000
2646861.189999999944121,715637.839999999967404,16-11-2024,9:48:22 AM,4.600000000000000,2,1.806488306000000,57.439999999999998,7.420000000000000,2.820000000000000
2646859.700000000186265,715636.819999999948777,16-11-2024,9:48:23 AM,4.560000000000000,2,1.805685465000000,59.240000000000002,7.420000000000000,2.860000000000000
2646858.220000000204891,715635.800000000046566,16-11-2024,9:48:24 AM,4.550000000000000,2,1.797442628000000,61.039999999999999,7.420000000000000,2.870000000000000
2646856.750000000000000,715634.800000000046566,16-11-2024,9:48:25 AM,4.540000000000000,2,1.777892010000000,62.820000000000000,7.420000000000000,2.880000000000000
2646855.279999999329448,715633.829999999958090,16-11-2024,9:48:26 AM,4.530000000000000,2,1.761192778000000,64.579999999999998,7.420000000000000,2.890000000000000
2646853.819999999832362,715632.880000000121072,16-11-2024,9:48:27 AM,4.490000000000000,2,1.741866815000000,66.319999999999993,7.420000000000000,2.930000000000000
2646852.380000000353903,715631.969999999972060,16-11-2024,9:48:28 AM,4.460000000000000,2,1.703437701000000,68.030000000000001,7.420000000000000,2.960000000000000
2646850.950000000186265,715631.079999999958090,16-11-2024,9:48:29 AM,4.430000000000000,2,1.684339633000000,69.709999999999994,7.420000000000000,2.990000000000000
2646849.550000000279397,715630.219999999972060,16-11-2024,9:48:30 AM,4.430000000000000,2,1.643045952000000,71.349999999999994,7.420000000000000,2.990000000000000
