Northing,Easting,RL
2646898.250000000000000,715683.250000000000000,3.600000000000000
2646899.859999999869615,715684.310000000055879,3.590000000000000
2646901.339999999850988,715685.199999999953434,3.570000000000000
2646904.859999999403954,715674.880000000004657,2.450000000000000
2646903.970000000204891,715673.530000000027940,2.320000000000000
2646902.979999999981374,715672.229999999981374,2.370000000000000
2646901.870000000111759,715670.979999999981374,2.430000000000000
2646900.689999999944121,715669.720000000088476,2.470000000000000
2646899.410000000149012,715668.500000000000000,2.500000000000000
2646898.080000000074506,715667.319999999948777,2.510000000000000
2646896.700000000186265,715666.130000000004657,2.490000000000000
2646895.259999999776483,715664.949999999953434,2.440000000000000
2646893.770000000018626,715663.809999999939464,2.400000000000000
2646892.259999999776483,715662.650000000023283,2.350000000000000
2646890.709999999962747,715661.469999999972060,2.330000000000000
2646889.140000000130385,715660.319999999948777,2.330000000000000
2646887.569999999832362,715659.130000000004657,2.300000000000000
2646885.990000000223517,715657.930000000051223,2.270000000000000
2646884.410000000149012,715656.719999999972060,2.210000000000000
2646882.830000000074506,715655.489999999990687,2.180000000000000
2646881.250000000000000,715654.199999999953434,2.170000000000000
2646879.680000000167638,715652.880000000121072,2.190000000000000
2646878.080000000074506,715651.510000000009313,2.240000000000000
2646876.490000000223517,715650.119999999995343,2.290000000000000
2646874.910000000149012,715648.750000000000000,2.380000000000000
2646873.370000000111759,715647.420000000041910,2.490000000000000
2646871.830000000074506,715646.109999999986030,2.590000000000000
2646870.299999999813735,715644.819999999948777,2.610000000000000
2646868.759999999776483,715643.560000000055879,2.630000000000000
2646867.229999999981374,715642.329999999841675,2.680000000000000
2646865.689999999944121,715641.130000000004657,2.720000000000000
2646864.160000000614673,715639.979999999981374,2.750000000000000
2646862.660000000149012,715638.890000000013970,2.790000000000000
2646861.189999999944121,715637.839999999967404,2.820000000000000
2646859.700000000186265,715636.819999999948777,2.860000000000000
2646858.220000000204891,715635.800000000046566,2.870000000000000
2646856.750000000000000,715634.800000000046566,2.880000000000000
2646855.279999999329448,715633.829999999958090,2.890000000000000
2646853.819999999832362,715632.880000000121072,2.930000000000000
2646852.380000000353903,715631.969999999972060,2.960000000000000
2646850.950000000186265,715631.079999999958090,2.990000000000000
2646849.550000000279397,715630.219999999972060,2.990000000000000
2646848.189999999944121,715629.359999999986030,2.970000000000000
2646846.870000000111759,715628.510000000009313,2.950000000000000
2646845.549999999813735,715627.689999999944121,2.920000000000000
2646844.250000000000000,715626.849999999976717,2.900000000000000
2646842.970000000204891,715625.989999999990687,2.880000000000000
2646841.700000000186265,715625.130000000004657,2.860000000000000
2646840.450000000186265,715624.270000000018626,2.820000000000000
2646839.220000000204891,715623.420000000041910,2.780000000000000
2646837.970000000204891,715622.579999999958090,2.710000000000000
2646836.750000000000000,715621.750000000000000,2.630000000000000
2646835.540000000037253,715620.939999999944121,2.530000000000000
2646834.330000000074506,715620.139999999897555,2.420000000000000
2646833.120000000111759,715619.369999999995343,2.280000000000000
2646831.900000000372529,715618.599999999976717,2.110000000000000
2646830.740000000223517,715617.849999999976717,1.890000000000000
2646829.529999999795109,715617.130000000004657,1.640000000000000
2646828.359999999869615,715616.400000000023283,1.390000000000000
2646827.189999999944121,715615.660000000032596,1.140000000000000
2646826.029999999795109,715614.930000000051223,0.870000000000000
2646824.890000000130385,715614.209999999962747,0.610000000000000
2646823.759999999776483,715613.510000000009313,0.340000000000000
2646822.649999999906868,715612.810000000055879,0.070000000000000
2646821.569999999366701,715612.069999999948777,-0.190000000000000
2646820.500000000000000,715611.350000000093132,-0.450000000000000
2646819.459999999497086,715610.630000000004657,-0.680000000000000
2646818.450000000186265,715609.930000000051223,-0.870000000000000
2646817.490000000223517,715609.259999999892898,-1.020000000000000
2646816.569999999832362,715608.589999999967404,-1.120000000000000
2646815.689999999944121,715607.930000000051223,-1.160000000000000
2646814.859999999869615,715607.299999999930151,-1.110000000000000
2646814.059999999590218,715606.680000000051223,-1.020000000000000
2646813.279999999795109,715606.030000000027940,-0.860000000000000
2646812.569999999832362,715605.410000000032596,-0.630000000000000
2646811.939999999944121,715604.829999999958090,-0.300000000000000
2646811.410000000149012,715604.270000000018626,0.060000000000000
2646810.939999999944121,715603.709999999962747,0.420000000000000
2646810.540000000037253,715603.180000000051223,0.810000000000000
2646810.160000000149012,715602.640000000013970,1.180000000000000
2646809.790000000037253,715602.069999999948777,1.520000000000000
2646809.430000000167638,715601.479999999981374,1.810000000000000
2646809.129999999888241,715600.910000000032596,2.030000000000000
2646809.060000000055879,715600.550000000162981,2.240000000000000
2646809.020000000018626,715600.329999999958090,2.400000000000000
2646809.009999999776483,715600.290000000037253,2.520000000000000
